"","a.Entr","a.Cruza","NormYield"
"449",872,"KRL 19/5/BABAX/LR42//BABAX*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ",-41.1306684950478
"450",644,"NOGAL/CD 104//CANINDE 11",-43.0448414373482
"451",578,"INIA DON ALBERTO/Itapúa 75",-45.3369600000001
"452",799,"IAN 15/3/PFAU/WEAVER*2//TRANSFER#12,P88.272.2",-49.96220688945
"453",368,"BRS GUAMIRIN/ITAPUA 65",-57.95264
"454",341,"S09/CD 114",-58.0463036342253
"455",705,"NOGAL/ALSEN",-58.2389838346644
"456",536,"TNMU/CHAPIO//CD 104",-60.8371199999997
"457",81,"E-04256/CD108//MILAN/MUNIA",-62.2231982854228
"458",752,"ITAPUA 70/IPR-144",-62.44704
"459",684,"NOGAL/Itapúa 75//CANINDE 1",-69.5504090898949
"460",691,"NOGAL/Itapúa 75//CANINDE 1",-70.3803079509421
"461",391,"KRONSTAD F04/ITAPUA 65",-70.9552561631281
"462",762,"Itapúa 75/4/PRL/SARA//TSI/VEE#5/3/FINSI",-73.4620799999998
"463",685,"NOGAL/Itapúa 75//CANINDE 1",-75.2603787430548
"464",426,"ND643/2*WBILL1//BR 18",-76.69472
"465",563,"ITAPUA 45/CORDILLERA 4//ITAPUA 70",-78.4528498967961
"466",19,"CANINDE/4/WBLL4//BABAX.1B.1B*2/PRL/3/PASTOR",-78.5769596187261
"467",573,"INIA DON ALBERTO/Itapúa 75",-81.5564240704311
"468",664,"NOGAL/5/PSN/BOW//SERI/3/MILAN/4/ATTILA/6/CD 108",-83.5993930234399
"469",359,"BABAX/LR42//BABAX/3/BABAX/LR42//BABAX/4/CANINDE 1",-84.6221180782727
"470",194,"CATBIRD/BABAX 42",-87.9337599999994
"471",68,"E-04256/CD108//MILAN/MUNIA",-88.6831999999999
"472",63,"ONIX//MILAN/AMSEL",-89.2461091832611
"473",421,"ND643/2*WBILL1//ITAPUA 40      ",-89.2978273655249
"474",694,"NOGAL/Itapúa 75//CANINDE 1",-89.6828799999998
"475",696,"NOGAL/Itapúa 75//CANINDE 1",-90.0780799999998
"476",429,"KIRITATI/2*WBLL1//ITAPUA 40      ",-93.0107674559058
"477",622,"NOGAL/KASORO3//CANINDE 1",-94.8406399999999
"478",827,"PFAU/WEAVER*2//TRANSFER#12,P88.272.2*2/4/CHIBIA//PRLII/CM65531/3/SKAUZ/BAV92",-95.7867847434809
"479",621,"NOGAL/KASORO3//CANINDE 1",-101.409241596994
"480",46,"WBLL2/4/BABAX/LR42//BABAX/3/BABAX/LR42",-102.97344
"481",682,"NOGAL/Itapúa 75//CANINDE 1",-104.093419678567
"482",339,"S09/CD 114",-108.460031213443
"483",141,"CD 112/4/BABAX/LR42//BABAX*2/3/TUKURU",-110.936762078328
"484",324,"NOGAL/CD 117",-111.300222136444
"485",174,"INIA DON ALBERTO/Itapúa 70",-113.59456
"486",73,"E-04256/CD108//MILAN/MUNIA",-116.576959618726
"487",795,"Caninde 11/N002",-116.823754123257
"488",223,"TOLLOCAN F05/4/TRAP#1/BOW//PFAU/3/MILAN",-118.075944603865
"489",751,"ITAPUA 70/IPR-144",-120.979458437789
"490",33,"ONIX//MILAN/AMSEL",-123
"491",179,"NOGAL/BRS 229",-123.612237993616
"492",266,"NOGAL/CANINDE 3",-124.028120410952
"493",205,"Itapúa 75/6/SKAUZ/PARUS//PARUS/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI",-127.144471221163
"494",661,"NOGAL/CANINDE 1//CD 150",-128.584215109885
"495",596,"BRS LAURO/PEWIT 1//CD 104",-129.61472
"496",823,"KRICHAUFF/2*PASTOR/4/CROC_1/AE.SQUARROSA (224)//2*OPATA/3/2*RAC655/5/PARUS/PASTOR",-132.105848972128
"497",735,"ITAPUA 65/KLEIN ZORRO",-137.528899888402
"498",128,"ITAPUA 40/5/BABAX/LR42//BABAX*2/4/SIN/TRAP1/3KAUZ*2/TRAP/KAUZ",-138.3424
"499",532,"BRS 229/ITAPUA 40      ",-140
"500",857,"VOROBEY",-140
"501",577,"INIA DON ALBERTO/Itapúa 75",-140.924975670984
"502",868,"BABAX/LR42//BABAX*2/3/PAVON 7S3, +LR47/4/WBLL1*2/BRAMBLING",-149.219002076635
"503",879,"BABAX/LR42//BABAX/3/ER2000/4/NAVJ07",-151.5
"504",811,"CD 116/3/NING MAI 96035/FINSI//HEILO",-152.257595715588
"505",71,"E-04256/CD108//MILAN/MUNIA",-153.5
"506",342,"S09/CD 114",-156
"507",138,"CD 112/4/BABAX/LR42//BABAX*2/3/TUKURU",-156.44192
"508",749,"ITAPUA 70/IPR-144",-158.868036565891
"509",385,"BRS GUAMIRIN/CANINDE 1",-159.733814285477
"510",167,"INIA DON ALBERTO/Itapúa 70",-160.71194927043
"511",62,"ONIX//MILAN/AMSEL",-160.868980727594
"512",773,"CANINDE 3/CD 104",-165.94529638763
"513",87,"PARULA/CD 104",-167.127947891729
"514",511,"ONIX//MILAN/AMSEL",-167.683930625151
"515",597,"BRS LAURO/PEWIT 1//CD 104",-175.093718447383
"516",361,"BABAX/LR42//BABAX/3/BABAX/LR42//BABAX/4/CANINDE 1",-175.253655568065
"517",818,"ATTILA/3*BCN*2//BAV92/3/HEILO/4/CHIBIA//PRLII/CM65531/3/SKAUZ/BAV92",-176
"518",408,"KRONSTAD F04/CATBIRD                                 ",-176.77696
"519",553,"ITAPUA 45/CORDILLERA 4//CANINDE 1",-177.121483938998
"520",545,"WAXWING//PFAU/WEAVER/3/BRS 208",-180.486009441028
"521",261,"NOGAL/CANINDE 3",-182.180969706083
"522",17,"CANINDE 3/Prointa Granar",-182.5
"523",256,"NOGAL/CANINDE 3",-182.51072
"524",632,"NOGAL/KASORO3//CANINDE 1",-183.66304
"525",416,"ND643/2*WBILL1//ITAPUA 75",-183.67488
"526",239,"GOV/AZ//MUS/3/DODO/4/BOW/5/CBRD/6/Itapúa 75",-187.149535416219
"527",95,"PARULA/CD 104",-187.463835963894
"528",161,"Itapúa 45/Itapúa 40//CD 150",-188.517222286048
"529",255,"NOGAL/CANINDE 3",-188.837819068246
"530",586,"RDWG/MILAN/3/WHU1/VEE#5//CBRD/4/CD 117/5/ND643/2*WBLL1",-189.01152
"531",61,"ONIX//MILAN/AMSEL",-190.553128035513
"532",275,"NOGAL/KASORO3",-191.83856688647
"533",351,"ITAPUA 75/PEWIT1",-192.834561113291
"534",677,"NOGAL/Itapúa 75//CANINDE 1",-193.512878447462
"535",541,"TNMU/CHAPIO//ITAPUA 40/IAN 10",-193.922467641421
"536",484,"NOGAL/Itapúa 75",-194.27872
"537",741,"ITAPUA 70//WBLL1*2/TUKURU",-194.493278124558
"538",803,"WBLL1*2/TUKURU/3/WAXWING//PFAU/WEAVER",-194.813622279738
"539",883,"CHIRYA.3",-197.117088774217
"540",502,"Itapúa 45/Itapúa 40//ALSEN",-200.68896
"541",392,"KRONSTAD F04/ITAPUA 65",-201.58304
"542",92,"PARULA/CD 104",-202
"543",199,"Itapúa 75/6/SKAUZ/PARUS//PARUS/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI",-204.893753263545
"544",663,"NOGAL/CANINDE 1//CD 150",-206.232878419608
"545",499,"Itapúa 45/Itapúa 40//ALSEN",-206.86167243119
"546",503,"Itapúa 45/Itapúa 40//ALSEN",-208.812078929814
"547",442,"SAAR/3/PFAU/SERI.1B//AMAD/4/IPR 85",-209.72096
"548",155,"TNMU/6/CEP80111/CEP81165/5/MRNG/4/YKT406/3/AG/ASN//ATR/7/BABAX/LR42//BABAX/3/BABAX/LR42/8/CD114",-210.351372804936
"549",228,"Itapúa 45/Itapúa 40//ALSEN",-215.311812527294
"550",537,"TNMU/CHAPIO//ITAPUA 40/KURUKU",-217.322813461602
"551",401,"KRONSTAD F04/ITAPUA 65",-220.090478123299
"552",526,"CANINDE 12/3/PRINIA/BERKUT//PFAU/MILAN",-223.39904
"553",187,"S09/ALSEN",-228.360132613423
"554",216,"CANINDE 1/CD 116",-228.7552
"555",888,"KACHU #1/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/SASIA/5/KACHU",-229.817308342832
"556",198,"CATBIRD/BABAX 42",-232.1136
"557",906,"CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/HAR311",-232.972912481482
"558",455,"NOGAL/KASORO3",-236.03775888316
"559",488,"NOGAL/Itapúa 75",-237.08128
"560",572,"IAN 10/ITAPUA 65//CD 150",-239.41984
"561",837,"SWSR22T.B./KACHU//2*KACHU",-240.126064034216
"562",415,"ND643/2*WBILL1//ITAPUA 75",-241.112183066219
"563",655,"NOGAL/Itapúa 70//CANINDE 1",-244.054008899115
"564",656,"NOGAL/Itapúa 70//CANINDE 1",-246.42528
"565",514,"ONIX//MILAN/AMSEL",-248.086458415794
"566",371,"BRS GUAMIRIN/CATBIRD                                 ",-248.938527992235
"567",397,"KRONSTAD F04/ITAPUA 65",-249.000120591807
"568",156,"TNMU/6/CEP80111/CEP81165/5/MRNG/4/YKT406/3/AG/ASN//ATR/7/BABAX/LR42//BABAX/3/BABAX/LR42/8/CD114",-249.40544
"569",234,"CRONOX/CANINDE 1",-252.2448
"570",219,"TOLLOCAN F05/4/TRAP#1/BOW//PFAU/3/MILAN",-257.04484387033
"571",367,"BRS GUAMIRIN/ITAPUA 65",-260.425725542201
"572",519,"Itapúa 75/CD 108",-261.746867781663
"573",559,"ITAPUA 45/CORDILLERA 4//ITAPUA 70",-263.647376139669
"574",319,"NOGAL/CD 117",-265.968082528719
"575",53,"WBLL2//MILAN/AMSEL",-267.5
"576",252,"NOGAL/CANINDE 3",-269.8864
"577",815,"CD 150/ACA 901",-272.142670479163
"578",625,"NOGAL/KASORO3//CANINDE 1",-273.487304565102
"579",858,"MUTUS//ND643/2*WBLL1",-274
"580",213,"CANINDE 1/CD 150",-274.240058604292
"581",64,"ONIX//MILAN/AMSEL",-275.02656
"582",889,"KAUZ/PASTOR//PBW343/3/HAR311/5/OASIS/SKAUZ//4*BCN/3/PASTOR/4/KAUZ*3/YACO",-275.599398101272
"583",516,"ONIX//MILAN/AMSEL",-280.25364202882
"584",485,"NOGAL/Itapúa 75",-280.355895716702
"585",725,"Itapua 40 /ACA 901",-282.412994611555
"586",641,"NOGAL/CD 104//CANINDE 11",-283.491894068637
"587",431,"KIRITATI/2*WBLL1//ITAPUA 40      ",-284.022384419838
"588",43,"PANDORA-INIA/ITAPUA 75//ITAPUA 70",-285.28402111206
"589",512,"ONIX//MILAN/AMSEL",-289.112591380392
"590",142,"ND643/2*WBILL1//CD 114",-292.56032
"591",158,"Itapúa 45/Itapúa 40//CD 150",-294.41632
"592",263,"NOGAL/CANINDE 3",-295.48524747292
"593",506,"Itapúa 45/Itapúa 40//ALSEN",-296.77696
"594",633,"NOGAL/KASORO3//CANINDE 1",-297.013183257115
"595",3,"CANINDE 1/Prointa Granar",-297.32921712519
"596",93,"PARULA/CD 104",-297.802967695777
"597",826,"ND643//2*PRL/2*PASTOR*2/3/HEILO",-301.17536
"598",913,"BAJ #1/FRNCLN",-301.5
"599",699,"NOGAL/Itapúa 75//CANINDE 1",-301.629806364673
"600",884,"ALTAR 84/AE.SQUARROSA (221)//3*BORL95/3/URES/JUN//KAUZ/4/WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES",-301.907073079675
"601",587,"RDWG/MILAN/3/WHU1/VEE#5//CBRD/4/CD 117/5/ND643/2*WBLL1",-303.786167068806
"602",562,"ITAPUA 45/CORDILLERA 4//ITAPUA 70",-311.31328
"603",209,"CANINDE 1/4/TRAP#1/BOW//PFAU/3/MILAN",-311.580035508323
"604",197,"CATBIRD/BABAX 42",-315.216786807004
"605",272,"NOGAL/KASORO3",-315.71136
"606",544,"ITAPUA 40/KURUKU//E CARDENAL/TNMU",-316.60096
"607",384,"BRS GUAMIRIN/CANINDE 1",-317.34112
"608",378,"BRS GUAMIRIN/CANINDE 3",-318.61952
"609",568,"SOROCA/4/GOMAM/GRU90-205266//PASTOR/OPATA/3/BABAX/KS93U76//BABAX",-320.15936
"610",196,"CATBIRD/BABAX 42",-322.54464
"611",835,"ROLF07*2/SHORTENED SR26 TRANSLOCATION",-323.928011437489
"612",447,"SAAR/3/PFAU/SERI.1B//AMAD/4/CD104",-324.735175720104
"613",83,"PARULA/CD 104",-324.81019408965
"614",854,"ND643/2*WBLL1/4/CHIBIA//PRLII/CM65531/3/SKAUZ/BAV92/5/BECARD",-325.121363286938
"615",647,"CANINDE 11 ",-325.867583567373
"616",464,"NOGAL/CD 104",-326.18336
"617",598,"BRS LAURO/PEWIT 1//CD 104",-326.28288
"618",753,"ITAPUA 70/IPR-144",-327.684698118954
"619",273,"NOGAL/KASORO3",-330.653198671557
"620",756,"Itapúa 75//ITAPUA 40/KURUKU",-333.60736
"621",564,"SOROCA/4/PRL/VEE#6//CLMS/3/ITAPUA 60",-334.17824
"622",686,"NOGAL/Itapúa 75//CANINDE 1",-335.09569675922
"623",143,"BRBT1*2/KIRITATI//PF 953048/IAPAR 18",-335.725254503579
"624",317,"NOGAL/CD 117",-337.161168484765
"625",498,"Itapúa 45/Itapúa 40//ALSEN",-339.786720564111
"626",399,"KRONSTAD F04/ITAPUA 65",-340.733639487301
"627",419,"ND643/2*WBILL1//ITAPUA 40      ",-341.676132190931
"628",463,"NOGAL/CD 104",-342.188170996911
"629",152,"CANINDE//NG8675/CBRD/3/CANINDE 1",-343
"630",824,"SKAUZ*2/FCT//VORB",-343.42656
"631",592,"BRS LAURO/CANINDE 1//CD 150",-344.1408
"632",813,"CD 108/ACA 901",-347.479130976858
"633",822,"CROC_1/AE.SQUARROSA (224)//OPATA/3/ALTAR 84/AEGILOPS SQUARROSA (TAUS)//OPATA/4/PASTOR/5/SOKOLL",-351.49056
"634",467,"NOGAL/CD 117",-352.146789592998
"635",185,"MILAN/MUNIA/3/PASTOR//MUNIA/ALTAR 84/4/MILAN/DUCULA/5/PEWIT 1",-352.394048989122
"636",269,"NOGAL/CANINDE 3",-354.892036319524
"637",479,"NOGAL/4/TRAP#1/BOW//PFAU/3/MILAN",-355.254466471947
"638",483,"NOGAL/Itapúa 75",-355.868436400679
"639",567,"SOROCA/4/GOMAM/GRU90-205266//PASTOR/OPATA/3/BABAX/KS93U76//BABAX",-357.434338724701
"640",414,"ND643/2*WBILL1//CANINDE 1",-358.99136
"641",747,"ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT",-361.403792398966
"642",373,"BRS GUAMIRIN/CATBIRD                                 ",-365.371394682609
"643",679,"NOGAL/Itapúa 75//CANINDE 1",-365.665967443905
"644",743,"ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT",-370.714511817304
"645",909,"QUAIU #1*2/JUCHI",-372.19064465505
"646",427,"ND643/2*WBILL1//PF 953048/IAPAR 18",-373.044892614118
"647",744,"ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT",-373.32256
"648",38,"PF 953048/IAPAR 18/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX",-377
"649",175,"INIA DON ALBERTO/Itapúa 70",-380.166518128919
"650",114,"Itapua 40/IAN 10",-382
"651",206,"Itapúa 75/6/SKAUZ/PARUS//PARUS/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI",-382.42272
"652",692,"NOGAL/Itapúa 75//CANINDE 1",-385.61696
"653",608,"NOGAL/CANINDE 3//CD 150",-387.96839740938
"654",262,"NOGAL/CANINDE 3",-388.44672
"655",521,"Itapúa 75/CD 108",-394.093823605441
"656",201,"Itapúa 75/6/SKAUZ/PARUS//PARUS/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI",-395.797684479835
"657",763,"Itapúa 75/KLEIN LEON ",-397.088605598779
"658",895,"VORB/3/T.DICOCCON PI94625/AE.SQUARROSA (372)//3*PASTOR",-399.5
"659",374,"BRS GUAMIRIN/CANINDE 3",-399.82528
"660",75,"E-04256/CD108//MILAN/MUNIA",-403.802967695777
"661",144,"BRBT1*2/KIRITATI//PF 953048/IAPAR 18",-406.49824
"662",736,"ITAPUA 65/KLEIN LEON ",-408.35392
"663",588,"PRL/VEE#6//CLMS/3/ALCOVER/4/CD 104/5/ITAPUA 40/KURUKU",-410.312
"664",593,"BRS LAURO/CANINDE 1//CD 150",-412.61663781103
"665",729,"ITAPUA 65/4/BABAX/PASTOR/3/KAUZ*2/YACO//KAUZ",-415.595416928278
"666",831,"VILLA JUAREZ F2009/HEILO",-417.717364267448
"667",745,"ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT",-421.390419890356
"668",549,"ITAPUA 45/CORDILLERA 4//ITAPUA 40/KURUKU",-426.283735730615
"669",56,"WBLL2//MILAN/AMSEL",-428
"670",94,"PARULA/CD 104",-428
"671",436,"SAAR/3/PFAU/SERI.1B//AMAD/4/BR 18",-429.438345637768
"672",212,"CANINDE 1/CD 150",-429.58368
"673",874,"KACHU*2/3/ND643//2*PRL/2*PASTOR",-429.832726038135
"674",689,"NOGAL/Itapúa 75//CANINDE 1",-430.133314361771
"675",435,"SAAR/3/PFAU/SERI.1B//AMAD/4/BR 18",-430.673691970545
"676",683,"NOGAL/Itapúa 75//CANINDE 1",-431.192811342949
"677",318,"NOGAL/CD 117",-436.45248
"678",178,"NOGAL/BRS 229",-438.86752
"679",556,"ITAPUA 45/CORDILLERA 4//Itapúa 75",-439.1344
"680",903,"KACHU/KINDE",-439.386813168591
"681",693,"NOGAL/Itapúa 75//CANINDE 1",-439.979423025855
"682",875,"KACHU*2/3/ND643//2*PRL/2*PASTOR",-440
"683",637,"NOGAL/CD 104//CANINDE 11",-444.017791461357
"684",829,"WAXWING*2/TUKURU//HEILO",-447.300328796271
"685",241,"GOV/AZ//MUS/3/DODO/4/BOW/5/CBRD/6/Itapúa 70",-451.606325390112
"686",798,"IAN 15//ITAPUA-50/ITAPUA-40 ",-453.258872704085
"687",581,"E 97034/ORL 99220//Itapúa 75",-455.685452881987
"688",626,"NOGAL/KASORO3//CANINDE 1",-458.72302890664
"689",98,"Itapua 40/IAN 10",-458.876734806126
"690",543,"ITAPUA 40/KURUKU//CD 118",-460.086002203503
"691",554,"ITAPUA 45/CORDILLERA 4//CANINDE 1",-461.16288
"692",439,"SAAR/3/PFAU/SERI.1B//AMAD/4/IPR 85",-462.176162722543
"693",221,"TOLLOCAN F05/4/TRAP#1/BOW//PFAU/3/MILAN",-466.387328271362
"694",697,"NOGAL/Itapúa 75//CANINDE 1",-468.194418308658
"695",377,"BRS GUAMIRIN/CANINDE 3",-469.77146437268
"696",552,"ITAPUA 45/CORDILLERA 4//CANINDE 1",-470.026947500101
"697",727,"Itapua 40/LE 2333",-471.25252539613
"698",65,"ONIX//MILAN/AMSEL",-471.773039248958
"699",445,"SAAR/3/PFAU/SERI.1B//AMAD/4/CD104",-471.961689673105
"700",716,"Itapúa 45/Itapúa 40//ALSEN",-479.72672
"701",67,"E-04256/CD108//MILAN/MUNIA",-481.851691212169
"702",634,"NOGAL/KASORO3//CANINDE 1",-482.051839999999
"703",379,"BRS GUAMIRIN/CANINDE 3",-482.879237253308
"704",116,"Itapua 40/IAN 10",-484.77901180137
"705",76,"E-04256/CD108//MILAN/MUNIA",-487
"706",794,"Caninde 11/N002",-487.495999999999
"707",159,"Itapúa 45/Itapúa 40//CD 150",-487.986802559195
"708",834,"MUNAL*2/WESTONIA",-488.437418579133
"709",865,"CHIBIA//PRLII/CM65531/3/FISCAL*2/4/TAM200/TURACO",-491.30977768072
"710",742,"ITAPUA 70//WBLL1*2/TUKURU",-493.481922233714
"711",203,"Itapúa 75/6/SKAUZ/PARUS//PARUS/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI",-496.015619853084
"712",274,"NOGAL/KASORO3",-498.48928
"713",675,"NOGAL/Itapúa 75//CANINDE 1",-500.502453540657
"714",51,"WBLL2//MILAN/AMSEL",-505
"715",724,"Itapua 40/3/PFAU/WEAVER*2//TRANSFER#12,P88.272.2",-508.211111853488
"716",765,"CANINDE 1//WBLL1*2/TUKURU",-509.643350749033
"717",539,"TNMU/CHAPIO//ITAPUA 40/IAN 10",-510.70039804414
"718",349,"ITAPUA 40      /PEWIT1",-511.11981571132
"719",718,"NOGAL/CD 104",-513.56256
"720",652,"NOGAL/Itapúa 70//CANINDE 1",-514.71712
"721",337,"S09/CD 114",-520.918197352293
"722",462,"NOGAL/ALSEN",-521.22304
"723",57,"WBLL2//MILAN/AMSEL",-523.802967695777
"724",758,"Itapúa 75//ITAPUA 40/KURUKU",-525.472
"725",454,"NOGAL/KASORO3",-525.581631222128
"726",466,"NOGAL/CD 117",-530.72128
"727",267,"NOGAL/CANINDE 3",-536.633964703269
"728",84,"PARULA/CD 104",-537.44032
"729",124,"Itapua 40/3/ITP35/PF84432//CORD4",-537.47424
"730",97,"Itapua 40/IAN 10",-546.395275835683
"731",653,"NOGAL/Itapúa 70//CANINDE 1",-547.102591867798
"732",69,"E-04256/CD108//MILAN/MUNIA",-551.36767277227
"733",701,"NOGAL/Itapúa 75//CANINDE 1",-551.539011610115
"734",864,"CHIBIA//PRLII/CM65531/3/FISCAL*2/4/TAM200/TURACO",-552.569280000001
"735",709,"NOGAL/CD 104",-553.612919940316
"736",55,"WBLL2//MILAN/AMSEL",-554.576959618726
"737",873,"BJY/COC//PRL/BOW/3/FRTL/5/BABAX/LR42//BABAX*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ",-558.391894057679
"738",177,"NOGAL/BRS 229",-563.070180501527
"739",276,"NOGAL/KASORO3",-563.30208
"740",438,"SAAR/3/PFAU/SERI.1B//AMAD/4/BR 18",-564
"741",417,"ND643/2*WBILL1//ITAPUA 75",-565.894015382646
"742",13,"CANINDE 1/PARAGUA CIAT",-569.721631776649
"743",551,"ITAPUA 45/CORDILLERA 4//CANINDE 1",-570.089309217111
"744",538,"TNMU/CHAPIO//ITAPUA 40/KURUKU",-571.8592
"745",776,"CANINDE 3/ONIX",-573.504
"746",294,"NOGAL/ALSEN",-578.69792
"747",236,"GOV/AZ//MUS/3/DODO/4/BOW/5/CBRD/6/Itapúa 75",-578.92448
"748",737,"ITAPUA 70//TNMU/CHAPIO",-579.436285645559
"749",176,"INIA DON ALBERTO/Itapúa 70",-583.06624
"750",277,"NOGAL/KASORO3",-584.538125056749
"751",583,"Itapúa 70//ITAPUA 40/IAN 10/3/CD 150",-590.457588770744
"752",171,"INIA DON ALBERTO/Itapúa 70",-590.5
"753",336,"S09/CD 114",-590.69536
"754",82,"PARULA/CD 104",-591.534079999999
"755",365,"BABAX/LR42//BABAX/3/BABAX/LR42//BABAX/4/FUNDACEP 30",-591.664490374425
"756",42,"PANDORA-INIA/ITAPUA 75//ITAPUA 70",-594.846657976271
"757",441,"SAAR/3/PFAU/SERI.1B//AMAD/4/IPR 85",-600.538576813078
"758",582,"E 97034/ORL 99220//Itapúa 75",-600.63232
"759",52,"WBLL2//MILAN/AMSEL",-608
"760",557,"ITAPUA 45/CORDILLERA 4//Itapúa 75",-611.695452927084
"761",281,"NOGAL/ALSEN",-612.779246427572
"762",584,"Itapúa 70//ITAPUA 40/IAN 10/3/CD 150",-613.53728
"763",819,"WBLL1*2/KKTS//KIRITATI",-622.126064034216
"764",363,"BABAX/LR42//BABAX/3/BABAX/LR42//BABAX/4/PARAGUA CIAT",-630.162719760532
"765",225,"TOLLOCAN F05/4/TRAP#1/BOW//PFAU/3/MILAN",-631.909350440878
"766",338,"S09/CD 114",-633.41696
"767",746,"ITAPUA 70/5/VEE/MJI//2*TUI/3/PASTOR/4/BERKUT",-633.58368
"768",651,"NOGAL/Itapúa 70//CANINDE 1",-638.518515271051
"769",777,"CANINDE 3//TNMU/CHAPIO",-642.742341355208
"770",456,"NOGAL/KASORO3",-643.056271042735
"771",14,"CORD 3//RL 6040=Thatcher *7/Translocation 4=Lr19",-649
"772",149,"BRBT1*2/KIRITATI//BRS 208",-652.358172622115
"773",74,"E-04256/CD108//MILAN/MUNIA",-657
"774",911,"BRBT1*2/KIRITATI//FRNCLN",-659.578191862898
"775",566,"SOROCA/3/PRINIA/BERKUT//PFAU/MILAN",-660.46272
"776",513,"ONIX//MILAN/AMSEL",-661.165170155454
"777",892,"TUKURU//BAV92/RAYON*2/3/PVN",-662.668006133281
"778",253,"NOGAL/CANINDE 3",-670.518544267774
"779",446,"SAAR/3/PFAU/SERI.1B//AMAD/4/CD104",-671.81664
"780",364,"BABAX/LR42//BABAX/3/BABAX/LR42//BABAX/4/FUNDACEP 30",-672.29376
"781",66,"ONIX//MILAN/AMSEL",-675.55968
"782",862,"ND643/2*WBLL1//KACHU",-676.90752
"783",881,"NING MAI 96035/FINSI//HEILO/3/NAVJ07",-676.985755999942
"784",821,"BABAX/LR42//BABAX*2/3/TUKURU*2/4/HEILO",-677.81676691795
"785",47,"WBLL2//MILAN/AMSEL",-684.782782374652
"786",866,"BABAX/LR42//BABAX*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/WHEAR/SOKOLL",-691.080093840557
"787",249,"NOGAL/CANINDE 3",-691.247631605154
"788",366,"BRS GUAMIRIN/ITAPUA 65",-692.65888
"789",151,"BRBT1*2/KIRITATI//BRS 208",-698
"790",728,"Itapúa 45/4/BABAX/PASTOR/3/KAUZ*2/YACO//KAUZ",-705.07424
"791",674,"NOGAL/Itapúa 75//CANINDE 1",-707.57472
"792",148,"BRBT1*2/KIRITATI/3/SRMA/TUI//BABAX",-707.66912
"793",855,"ND643/2*WBLL1/4/CHIBIA//PRLII/CM65531/3/SKAUZ/BAV92/5/BECARD",-708.61553035571
"794",825,"VORB/4/D67.2/PARANA 66.270//AE.SQUARROSA (320)/3/CUNNINGHAM/5/D67.2/PARANA 66.270//AE.SQUARROSA (320)/3/CUNNINGHAM",-708.854805606852
"795",638,"NOGAL/CD 104//CANINDE 11",-710.38304
"796",451,"BRBT1*2/KIRITATI/3/SRMA/TUI//BABAX",-715.054335718845
"797",517,"ONIX//MILAN/AMSEL",-715.212391602939
"798",894,"VORB*2/3/PFAU/WEAVER//KIRITATI",-721
"799",782,"CANINDE 3/4/BABAX/PASTOR/3/KAUZ*2/YACO//KAUZ",-722.92576
"800",766,"CANINDE 1//\ND643/2*WBLL1",-723.83328
"801",738,"ITAPUA 70//ITAPUA 40/KURUKU",-726.06848
"802",774,"CANINDE 3/CD 104",-728.39264
"803",904,"KACHU/KINDE",-730.404688517289
"804",37,"F3 DESC CRIA 2011",-733.576959618726
"805",453,"NOGAL/KASORO3",-736.0348192969
"806",869,"VEE#8//JUP/BJY/3/F3.71/TRM/4/BCN/5/KAUZ/6/MILAN/KAUZ/7/SKAUZ/PARUS//PARUS/8/BABAX/LR42//BABAX*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ",-739.000328529592
"807",482,"NOGAL/Itapúa 75",-741.03648
"808",147,"BRBT1*2/KIRITATI/3/SRMA/TUI//BABAX",-741.775053873461
"809",443,"SAAR/3/PFAU/SERI.1B//AMAD/4/CD104",-751.222077803424
"810",914,"WEAVER/TSC//WEAVER/3/WEAVER/4/2*SERI.1B*2/3/KAUZ*2/BOW//KAUZ/5/WHEAR/VIVITSI//WHEAR",-753
"811",469,"NOGAL/CD 117",-753.780154145069
"812",642,"NOGAL/CD 104//CANINDE 11",-755.688
"813",846,"PFAU/MILAN/5/CHEN/AEGILOPS SQUARROSA (TAUS)//BCN/3/VEE#7/BOW/4/PASTOR/6/2*BAVIS #1",-759.43072
"814",369,"BRS GUAMIRIN/ITAPUA 65",-768.216356466671
"815",49,"WBLL2//MILAN/AMSEL",-774.915029367337
